,comparacao,distancia
0,2200893_2192459_emenda_na_comissao_jus.txt_7,0.02867006758008207
1,2200893_2192459_emenda_na_comissao_jus.txt_10,0.031360815610032476
2,2200893_2192459_emenda_na_comissao_jus.txt_11,0.033836896539720544
3,2200893_2192459_emenda_na_comissao_jus.txt_16,0.03436845872896623
4,2200893_2192459_emenda_na_comissao_jus.txt_17,0.027903445890010887
5,2200893_2192459_emenda_na_comissao_jus.txt_18,0.027526387936496127
6,2200893_2192459_emenda_na_comissao_jus.txt_19,0.02635738680878694
7,2200893_2192459_emenda_na_comissao_jus.txt_20,0.030054241876206048
8,2200893_2192459_emenda_na_comissao_jus.txt_21,0.02981460888260945
9,2200893_2192459_emenda_na_comissao_jus.txt_22,0.024319792903322254
10,2200893_2192459_emenda_na_comissao_jus.txt_23,0.029120570252868978
11,2200893_2192459_emenda_na_comissao_jus.txt_25,0.028731112700745704
12,2200893_2192459_emenda_na_comissao_jus.txt_26,0.029480719554539955
13,2200893_2192459_emenda_na_comissao_jus.txt_27,0.02694669120039585
14,2200893_2192459_emenda_na_comissao_jus.txt_28,0.025731320832753694
15,2200893_2192459_emenda_na_comissao_jus.txt_29,0.02656314706977589
16,2200893_2192459_emenda_na_comissao_jus.txt_30,0.02858043349731801
17,2200893_2192459_emenda_na_comissao_jus.txt_34,0.026654802026370057
18,2200893_2192459_emenda_na_comissao_jus.txt_35,0.02632123291989125
19,2200893_2192459_emenda_na_comissao_jus.txt_39,0.02867597742475093
20,2200893_2192459_emenda_na_comissao_jus.txt_40,0.025588472784822923
21,2200893_2192459_emenda_na_comissao_jus.txt_41,0.030944161323733833
22,2200893_2192459_emenda_na_comissao_jus.txt_42,0.026161364509406586
23,2200893_2192459_emenda_na_comissao_jus.txt_44,0.02938183929669135
24,2200893_2192459_emenda_na_comissao_jus.txt_45,0.030131996620037384
25,2200893_2192459_emenda_na_comissao_jus.txt_46,0.03219040489176152
26,2200893_2192459_emenda_na_comissao_jus.txt_47,0.028590488975369623
27,2200893_2192459_emenda_na_comissao_jus.txt_48,0.030878659343007077
28,2200893_2192459_emenda_na_comissao_jus.txt_49,0.03243237829431469
