,comparacao,distancia
0,604924_532814_emenda_na_comissao_jus.txt_3,0.2188539938968955
1,604924_532814_emenda_na_comissao_jus.txt_5,0.23501846188309192
2,604924_532814_emenda_na_comissao_jus.txt_7,0.2543571948589166
3,604924_532814_emenda_na_comissao_jus.txt_15,0.287597612541105
4,604924_532814_emenda_na_comissao_jus.txt_17,0.2433728805062545
5,604924_532814_emenda_na_comissao_jus.txt_19,0.2227107544715448
6,604924_532814_emenda_na_comissao_jus.txt_21,0.20027776665726582
7,604924_532814_emenda_na_comissao_jus.txt_23,0.23019310236860438
8,604924_532814_emenda_na_comissao_jus.txt_27,0.2132395446392567
9,604924_532814_emenda_na_comissao_jus.txt_29,0.23236002305802708
10,604924_532814_emenda_na_comissao_jus.txt_31,0.21038557931888086
11,604924_532814_emenda_na_comissao_jus.txt_33,0.22990735517587596
12,604924_532814_emenda_na_comissao_jus.txt_35,0.223581952046422
13,604924_532814_emenda_na_comissao_jus.txt_37,0.1943193412066856
14,604924_532814_emenda_na_comissao_jus.txt_51,0.23892171094512393
15,604924_532814_emenda_na_comissao_jus.txt_53,0.23422439757601168
16,604924_532814_emenda_na_comissao_jus.txt_55,0.24260601068460427
17,604924_532814_emenda_na_comissao_jus.txt_59,0.30396677973648917
